year_accepted	percentile	delay	articles
1998	100.0	1027.00	  2168
1999	  0.0	   1.00	  2923
1999	  2.5	   6.00	  2923
1999	  5.0	  10.00	  2923
1999	  7.5	  14.00	  2923
1999	 10.0	  21.00	  2923
1999	 12.5	  28.00	  2923
1999	 15.0	  34.00	  2923
1999	 17.5	  42.00	  2923
1999	 20.0	  47.40	  2923
1999	 22.5	  52.00	  2923
1999	 25.0	  56.00	  2923
1999	 27.5	  62.00	  2923
1999	 30.0	  66.00	  2923
1999	 32.5	  70.00	  2923
1999	 35.0	  74.00	  2923
1999	 37.5	  79.00	  2923
1999	 40.0	  84.00	  2923
1999	 42.5	  88.85	  2923
1999	 45.0	  93.00	  2923
1999	 47.5	  98.00	  2923
1999	 50.0	 103.00	  2923
1999	 52.5	 108.00	  2923
1999	 55.0	 114.10	  2923
1999	 57.5	 120.00	  2923
1999	 60.0	 126.00	  2923
1999	 62.5	 131.00	  2923
1999	 65.0	 136.00	  2923
1999	 67.5	 142.00	  2923
1999	 70.0	 147.40	  2923
1999	 72.5	 154.00	  2923
1999	 75.0	 161.00	  2923
1999	 77.5	 169.00	  2923
1999	 80.0	 177.00	  2923
1999	 82.5	 189.00	  2923
1999	 85.0	 200.00	  2923
1999	 87.5	 217.00	  2923
1999	 90.0	 240.80	  2923
1999	 92.5	 266.85	  2923
1999	 95.0	 307.90	  2923
1999	 97.5	 391.90	  2923
1999	100.0	 989.00	  2923
2000	  0.0	   1.00	  5120
2000	  2.5	   6.00	  5120
2000	  5.0	  10.00	  5120
2000	  7.5	  15.00	  5120
2000	 10.0	  21.00	  5120
2000	 12.5	  25.00	  5120
2000	 15.0	  29.00	  5120
2000	 17.5	  34.00	  5120
2000	 20.0	  38.00	  5120
2000	 22.5	  42.00	  5120
2000	 25.0	  45.00	  5120
2000	 27.5	  49.00	  5120
2000	 30.0	  54.00	  5120
2000	 32.5	  57.67	  5120
2000	 35.0	  61.00	  5120
2000	 37.5	  65.00	  5120
2000	 40.0	  69.00	  5120
2000	 42.5	  73.00	  5120
2000	 45.0	  77.00	  5120
2000	 47.5	  81.00	  5120
2000	 50.0	  84.00	  5120
2000	 52.5	  89.00	  5120
2000	 55.0	  94.00	  5120
2000	 57.5	  98.00	  5120
2000	 60.0	 103.00	  5120
2000	 62.5	 107.00	  5120
2000	 65.0	 112.00	  5120
2000	 67.5	 118.00	  5120
2000	 70.0	 123.00	  5120
2000	 72.5	 129.00	  5120
2000	 75.0	 134.25	  5120
2000	 77.5	 141.00	  5120
2000	 80.0	 150.00	  5120
2000	 82.5	 160.00	  5120
2000	 85.0	 172.00	  5120
2000	 87.5	 184.00	  5120
2000	 90.0	 199.00	  5120
2000	 92.5	 224.00	  5120
2000	 95.0	 258.00	  5120
2000	 97.5	 318.03	  5120
2000	100.0	 910.00	  5120
2001	  0.0	   1.00	 12430
2001	  2.5	   8.00	 12430
2001	  5.0	  17.00	 12430
2001	  7.5	  25.00	 12430
2001	 10.0	  33.00	 12430
2001	 12.5	  38.00	 12430
2001	 15.0	  43.00	 12430
2001	 17.5	  49.00	 12430
2001	 20.0	  54.00	 12430
2001	 22.5	  57.00	 12430
2001	 25.0	  62.00	 12430
2001	 27.5	  67.00	 12430
2001	 30.0	  70.00	 12430
2001	 32.5	  75.00	 12430
2001	 35.0	  78.00	 12430
2001	 37.5	  83.00	 12430
2001	 40.0	  86.00	 12430
2001	 42.5	  91.00	 12430
2001	 45.0	  95.00	 12430
2001	 47.5	  99.00	 12430
2001	 50.0	 103.00	 12430
2001	 52.5	 108.00	 12430
2001	 55.0	 113.00	 12430
2001	 57.5	 118.00	 12430
2001	 60.0	 122.00	 12430
2001	 62.5	 127.00	 12430
2001	 65.0	 132.00	 12430
2001	 67.5	 138.00	 12430
2001	 70.0	 144.00	 12430
2001	 72.5	 150.00	 12430
2001	 75.0	 158.00	 12430
2001	 77.5	 166.00	 12430
2001	 80.0	 176.00	 12430
2001	 82.5	 186.00	 12430
2001	 85.0	 198.00	 12430
2001	 87.5	 212.00	 12430
2001	 90.0	 229.00	 12430
2001	 92.5	 251.00	 12430
2001	 95.0	 287.00	 12430
2001	 97.5	 347.00	 12430
2001	100.0	1094.00	 12430
2002	  0.0	   1.00	 22052
2002	  2.5	   8.00	 22052
2002	  5.0	  17.00	 22052
2002	  7.5	  26.00	 22052
2002	 10.0	  33.00	 22052
2002	 12.5	  39.38	 22052
2002	 15.0	  45.00	 22052
2002	 17.5	  51.00	 22052
2002	 20.0	  56.00	 22052
2002	 22.5	  60.00	 22052
2002	 25.0	  64.00	 22052
2002	 27.5	  69.00	 22052
2002	 30.0	  73.00	 22052
2002	 32.5	  77.00	 22052
2002	 35.0	  82.00	 22052
2002	 37.5	  85.00	 22052
2002	 40.0	  90.00	 22052
2002	 42.5	  94.00	 22052
2002	 45.0	  98.00	 22052
2002	 47.5	 103.00	 22052
2002	 50.0	 107.00	 22052
2002	 52.5	 112.00	 22052
2002	 55.0	 116.00	 22052
2002	 57.5	 121.00	 22052
2002	 60.0	 126.00	 22052
2002	 62.5	 131.00	 22052
2002	 65.0	 136.00	 22052
2002	 67.5	 142.00	 22052
2002	 70.0	 148.00	 22052
2002	 72.5	 154.00	 22052
2002	 75.0	 162.00	 22052
2002	 77.5	 170.00	 22052
2002	 80.0	 180.00	 22052
2002	 82.5	 190.00	 22052
2002	 85.0	 203.00	 22052
2002	 87.5	 217.00	 22052
2002	 90.0	 235.00	 22052
2002	 92.5	 260.00	 22052
2002	 95.0	 293.00	 22052
2002	 97.5	 361.73	 22052
2002	100.0	 991.00	 22052
2003	  0.0	   1.00	 46836
2003	  2.5	   9.00	 46836
2003	  5.0	  20.00	 46836
2003	  7.5	  28.00	 46836
2003	 10.0	  35.00	 46836
2003	 12.5	  42.00	 46836
2003	 15.0	  47.00	 46836
2003	 17.5	  52.00	 46836
2003	 20.0	  57.00	 46836
2003	 22.5	  62.00	 46836
2003	 25.0	  66.00	 46836
2003	 27.5	  71.00	 46836
2003	 30.0	  75.00	 46836
2003	 32.5	  80.00	 46836
2003	 35.0	  84.00	 46836
2003	 37.5	  89.00	 46836
2003	 40.0	  92.00	 46836
2003	 42.5	  97.00	 46836
2003	 45.0	 101.00	 46836
2003	 47.5	 106.00	 46836
2003	 50.0	 111.00	 46836
2003	 52.5	 115.00	 46836
2003	 55.0	 120.00	 46836
2003	 57.5	 125.00	 46836
2003	 60.0	 130.00	 46836
2003	 62.5	 136.00	 46836
2003	 65.0	 142.00	 46836
2003	 67.5	 148.00	 46836
2003	 70.0	 155.00	 46836
2003	 72.5	 162.00	 46836
2003	 75.0	 171.00	 46836
2003	 77.5	 180.00	 46836
2003	 80.0	 189.00	 46836
2003	 82.5	 201.00	 46836
2003	 85.0	 215.00	 46836
2003	 87.5	 232.00	 46836
2003	 90.0	 252.00	 46836
2003	 92.5	 280.00	 46836
2003	 95.0	 319.00	 46836
2003	 97.5	 393.00	 46836
2003	100.0	1095.00	 46836
2004	  0.0	   1.00	 93957
2004	  2.5	   8.00	 93957
2004	  5.0	  18.00	 93957
2004	  7.5	  27.00	 93957
2004	 10.0	  34.00	 93957
2004	 12.5	  41.00	 93957
2004	 15.0	  46.00	 93957
2004	 17.5	  51.00	 93957
2004	 20.0	  56.00	 93957
2004	 22.5	  61.00	 93957
2004	 25.0	  65.00	 93957
2004	 27.5	  70.00	 93957
2004	 30.0	  74.00	 93957
2004	 32.5	  78.00	 93957
2004	 35.0	  82.00	 93957
2004	 37.5	  86.00	 93957
2004	 40.0	  91.00	 93957
2004	 42.5	  96.00	 93957
2004	 45.0	 100.00	 93957
2004	 47.5	 105.00	 93957
2004	 50.0	 110.00	 93957
2004	 52.5	 114.00	 93957
2004	 55.0	 119.00	 93957
2004	 57.5	 125.00	 93957
2004	 60.0	 130.00	 93957
2004	 62.5	 136.00	 93957
2004	 65.0	 142.00	 93957
2004	 67.5	 149.00	 93957
2004	 70.0	 155.00	 93957
2004	 72.5	 163.00	 93957
2004	 75.0	 172.00	 93957
2004	 77.5	 182.00	 93957
2004	 80.0	 192.00	 93957
2004	 82.5	 204.00	 93957
2004	 85.0	 218.00	 93957
2004	 87.5	 236.00	 93957
2004	 90.0	 258.00	 93957
2004	 92.5	 287.00	 93957
2004	 95.0	 329.00	 93957
2004	 97.5	 403.00	 93957
2004	100.0	1091.00	 93957
2005	  0.0	   1.00	142254
2005	  2.5	   5.00	142254
2005	  5.0	  11.00	142254
2005	  7.5	  20.00	142254
2005	 10.0	  28.00	142254
2005	 12.5	  34.00	142254
2005	 15.0	  40.00	142254
2005	 17.5	  45.00	142254
2005	 20.0	  49.00	142254
2005	 22.5	  54.00	142254
2005	 25.0	  58.00	142254
2005	 27.5	  63.00	142254
2005	 30.0	  67.00	142254
2005	 32.5	  71.00	142254
2005	 35.0	  75.00	142254
2005	 37.5	  79.00	142254
2005	 40.0	  84.00	142254
2005	 42.5	  88.00	142254
2005	 45.0	  92.00	142254
2005	 47.5	  97.00	142254
2005	 50.0	 102.00	142254
2005	 52.5	 106.00	142254
2005	 55.0	 112.00	142254
2005	 57.5	 117.00	142254
2005	 60.0	 122.00	142254
2005	 62.5	 128.00	142254
2005	 65.0	 134.00	142254
2005	 67.5	 141.00	142254
2005	 70.0	 148.00	142254
2005	 72.5	 155.00	142254
2005	 75.0	 164.00	142254
2005	 77.5	 173.00	142254
2005	 80.0	 183.00	142254
2005	 82.5	 195.00	142254
2005	 85.0	 209.00	142254
2005	 87.5	 226.00	142254
2005	 90.0	 248.00	142254
2005	 92.5	 278.00	142254
2005	 95.0	 323.00	142254
2005	 97.5	 400.00	142254
2005	100.0	1092.00	142254
2006	  0.0	   1.00	165267
2006	  2.5	   4.00	165267
2006	  5.0	  11.00	165267
2006	  7.5	  19.00	165267
2006	 10.0	  27.00	165267
2006	 12.5	  33.00	165267
2006	 15.0	  39.00	165267
2006	 17.5	  44.00	165267
2006	 20.0	  49.00	165267
2006	 22.5	  53.00	165267
2006	 25.0	  57.00	165267
2006	 27.5	  62.00	165267
2006	 30.0	  66.00	165267
2006	 32.5	  70.00	165267
2006	 35.0	  74.00	165267
2006	 37.5	  78.00	165267
2006	 40.0	  83.00	165267
2006	 42.5	  87.00	165267
2006	 45.0	  92.00	165267
2006	 47.5	  96.00	165267
2006	 50.0	 100.00	165267
2006	 52.5	 105.00	165267
2006	 55.0	 111.00	165267
2006	 57.5	 116.00	165267
2006	 60.0	 121.00	165267
2006	 62.5	 127.00	165267
2006	 65.0	 133.00	165267
2006	 67.5	 139.00	165267
2006	 70.0	 146.00	165267
2006	 72.5	 154.00	165267
2006	 75.0	 162.00	165267
2006	 77.5	 171.00	165267
2006	 80.0	 182.00	165267
2006	 82.5	 194.00	165267
2006	 85.0	 208.00	165267
2006	 87.5	 224.00	165267
2006	 90.0	 245.00	165267
2006	 92.5	 274.00	165267
2006	 95.0	 317.00	165267
2006	 97.5	 396.00	165267
2006	100.0	1093.00	165267
2007	  0.0	   1.00	183442
2007	  2.5	   4.00	183442
2007	  5.0	  10.00	183442
2007	  7.5	  18.00	183442
2007	 10.0	  26.00	183442
2007	 12.5	  32.00	183442
2007	 15.0	  38.00	183442
2007	 17.5	  43.00	183442
2007	 20.0	  48.00	183442
2007	 22.5	  53.00	183442
2007	 25.0	  57.00	183442
2007	 27.5	  62.00	183442
2007	 30.0	  66.00	183442
2007	 32.5	  70.00	183442
2007	 35.0	  74.00	183442
2007	 37.5	  78.00	183442
2007	 40.0	  83.00	183442
2007	 42.5	  87.00	183442
2007	 45.0	  91.00	183442
2007	 47.5	  96.00	183442
2007	 50.0	 101.00	183442
2007	 52.5	 106.00	183442
2007	 55.0	 111.00	183442
2007	 57.5	 117.00	183442
2007	 60.0	 122.00	183442
2007	 62.5	 128.00	183442
2007	 65.0	 134.00	183442
2007	 67.5	 141.00	183442
2007	 70.0	 148.00	183442
2007	 72.5	 156.00	183442
2007	 75.0	 164.00	183442
2007	 77.5	 174.00	183442
2007	 80.0	 185.00	183442
2007	 82.5	 197.00	183442
2007	 85.0	 210.00	183442
2007	 87.5	 227.00	183442
2007	 90.0	 247.00	183442
2007	 92.5	 275.00	183442
2007	 95.0	 316.00	183442
2007	 97.5	 390.00	183442
2007	100.0	1086.00	183442
2008	  0.0	   1.00	207906
2008	  2.5	   4.00	207906
2008	  5.0	   9.00	207906
2008	  7.5	  17.00	207906
2008	 10.0	  25.00	207906
2008	 12.5	  31.00	207906
2008	 15.0	  37.00	207906
2008	 17.5	  42.00	207906
2008	 20.0	  47.00	207906
2008	 22.5	  51.00	207906
2008	 25.0	  56.00	207906
2008	 27.5	  60.00	207906
2008	 30.0	  64.00	207906
2008	 32.5	  69.00	207906
2008	 35.0	  73.00	207906
2008	 37.5	  77.00	207906
2008	 40.0	  82.00	207906
2008	 42.5	  86.00	207906
2008	 45.0	  91.00	207906
2008	 47.5	  95.00	207906
2008	 50.0	  99.00	207906
2008	 52.5	 105.00	207906
2008	 55.0	 110.00	207906
2008	 57.5	 115.00	207906
2008	 60.0	 121.00	207906
2008	 62.5	 126.00	207906
2008	 65.0	 133.00	207906
2008	 67.5	 139.00	207906
2008	 70.0	 146.00	207906
2008	 72.5	 154.00	207906
2008	 75.0	 162.00	207906
2008	 77.5	 172.00	207906
2008	 80.0	 182.00	207906
2008	 82.5	 194.00	207906
2008	 85.0	 207.00	207906
2008	 87.5	 224.00	207906
2008	 90.0	 244.00	207906
2008	 92.5	 271.00	207906
2008	 95.0	 311.00	207906
2008	 97.5	 387.00	207906
2008	100.0	1094.00	207906
2009	  0.0	   1.00	230588
2009	  2.5	   3.00	230588
2009	  5.0	   8.00	230588
2009	  7.5	  15.00	230588
2009	 10.0	  22.00	230588
2009	 12.5	  29.00	230588
2009	 15.0	  35.00	230588
2009	 17.5	  40.00	230588
2009	 20.0	  45.00	230588
2009	 22.5	  49.00	230588
2009	 25.0	  54.00	230588
2009	 27.5	  58.00	230588
2009	 30.0	  62.00	230588
2009	 32.5	  66.00	230588
2009	 35.0	  71.00	230588
2009	 37.5	  75.00	230588
2009	 40.0	  79.00	230588
2009	 42.5	  84.00	230588
2009	 45.0	  88.00	230588
2009	 47.5	  92.00	230588
2009	 50.0	  97.00	230588
2009	 52.5	 102.00	230588
2009	 55.0	 107.00	230588
2009	 57.5	 112.53	230588
2009	 60.0	 118.00	230588
2009	 62.5	 124.00	230588
2009	 65.0	 130.00	230588
2009	 67.5	 137.00	230588
2009	 70.0	 144.00	230588
2009	 72.5	 152.00	230588
2009	 75.0	 160.00	230588
2009	 77.5	 169.00	230588
2009	 80.0	 180.00	230588
2009	 82.5	 191.00	230588
2009	 85.0	 205.00	230588
2009	 87.5	 221.00	230588
2009	 90.0	 241.00	230588
2009	 92.5	 269.00	230588
2009	 95.0	 308.00	230588
2009	 97.5	 382.00	230588
2009	100.0	1094.00	230588
2010	  0.0	   1.00	269528
2010	  2.5	   4.00	269528
2010	  5.0	  10.00	269528
2010	  7.5	  17.00	269528
2010	 10.0	  25.00	269528
2010	 12.5	  31.00	269528
2010	 15.0	  37.00	269528
2010	 17.5	  42.00	269528
2010	 20.0	  47.00	269528
2010	 22.5	  52.00	269528
2010	 25.0	  56.00	269528
2010	 27.5	  60.00	269528
2010	 30.0	  64.00	269528
2010	 32.5	  68.00	269528
2010	 35.0	  73.00	269528
2010	 37.5	  77.00	269528
2010	 40.0	  81.00	269528
2010	 42.5	  85.00	269528
2010	 45.0	  90.00	269528
2010	 47.5	  94.00	269528
2010	 50.0	  99.00	269528
2010	 52.5	 104.00	269528
2010	 55.0	 109.00	269528
2010	 57.5	 114.00	269528
2010	 60.0	 119.00	269528
2010	 62.5	 125.00	269528
2010	 65.0	 131.00	269528
2010	 67.5	 138.00	269528
2010	 70.0	 145.00	269528
2010	 72.5	 152.00	269528
2010	 75.0	 160.00	269528
2010	 77.5	 169.00	269528
2010	 80.0	 179.00	269528
2010	 82.5	 190.00	269528
2010	 85.0	 204.00	269528
2010	 87.5	 220.00	269528
2010	 90.0	 240.00	269528
2010	 92.5	 267.00	269528
2010	 95.0	 306.00	269528
2010	 97.5	 380.00	269528
2010	100.0	1095.00	269528
2011	  0.0	   1.00	321095
2011	  2.5	   5.00	321095
2011	  5.0	  11.00	321095
2011	  7.5	  19.00	321095
2011	 10.0	  26.00	321095
2011	 12.5	  32.00	321095
2011	 15.0	  37.00	321095
2011	 17.5	  42.00	321095
2011	 20.0	  47.00	321095
2011	 22.5	  51.00	321095
2011	 25.0	  55.00	321095
2011	 27.5	  59.00	321095
2011	 30.0	  63.00	321095
2011	 32.5	  67.00	321095
2011	 35.0	  71.00	321095
2011	 37.5	  75.00	321095
2011	 40.0	  79.00	321095
2011	 42.5	  84.00	321095
2011	 45.0	  88.00	321095
2011	 47.5	  92.00	321095
2011	 50.0	  97.00	321095
2011	 52.5	 102.00	321095
2011	 55.0	 106.00	321095
2011	 57.5	 111.00	321095
2011	 60.0	 117.00	321095
2011	 62.5	 122.00	321095
2011	 65.0	 128.00	321095
2011	 67.5	 134.00	321095
2011	 70.0	 141.00	321095
2011	 72.5	 148.00	321095
2011	 75.0	 156.00	321095
2011	 77.5	 165.00	321095
2011	 80.0	 174.00	321095
2011	 82.5	 185.00	321095
2011	 85.0	 198.00	321095
2011	 87.5	 214.00	321095
2011	 90.0	 233.00	321095
2011	 92.5	 259.00	321095
2011	 95.0	 298.00	321095
2011	 97.5	 371.00	321095
2011	100.0	1093.00	321095
2012	  0.0	   1.00	371793
2012	  2.5	   5.00	371793
2012	  5.0	  13.00	371793
2012	  7.5	  21.00	371793
2012	 10.0	  28.00	371793
2012	 12.5	  34.00	371793
2012	 15.0	  39.00	371793
2012	 17.5	  44.00	371793
2012	 20.0	  48.00	371793
2012	 22.5	  52.00	371793
2012	 25.0	  56.00	371793
2012	 27.5	  60.00	371793
2012	 30.0	  64.00	371793
2012	 32.5	  68.00	371793
2012	 35.0	  72.00	371793
2012	 37.5	  76.00	371793
2012	 40.0	  80.00	371793
2012	 42.5	  84.00	371793
2012	 45.0	  88.00	371793
2012	 47.5	  92.00	371793
2012	 50.0	  97.00	371793
2012	 52.5	 101.00	371793
2012	 55.0	 106.00	371793
2012	 57.5	 111.00	371793
2012	 60.0	 116.00	371793
2012	 62.5	 122.00	371793
2012	 65.0	 127.00	371793
2012	 67.5	 133.00	371793
2012	 70.0	 140.00	371793
2012	 72.5	 147.00	371793
2012	 75.0	 155.00	371793
2012	 77.5	 164.00	371793
2012	 80.0	 174.00	371793
2012	 82.5	 185.00	371793
2012	 85.0	 198.00	371793
2012	 87.5	 213.00	371793
2012	 90.0	 233.00	371793
2012	 92.5	 259.00	371793
2012	 95.0	 298.00	371793
2012	 97.5	 371.00	371793
2012	100.0	1095.00	371793
2013	  0.0	   1.00	436082
2013	  2.5	   5.00	436082
2013	  5.0	  13.00	436082
2013	  7.5	  21.00	436082
2013	 10.0	  28.00	436082
2013	 12.5	  34.00	436082
2013	 15.0	  39.00	436082
2013	 17.5	  43.00	436082
2013	 20.0	  48.00	436082
2013	 22.5	  52.00	436082
2013	 25.0	  56.00	436082
2013	 27.5	  60.00	436082
2013	 30.0	  64.00	436082
2013	 32.5	  67.00	436082
2013	 35.0	  71.00	436082
2013	 37.5	  75.00	436082
2013	 40.0	  79.00	436082
2013	 42.5	  83.00	436082
2013	 45.0	  87.00	436082
2013	 47.5	  91.00	436082
2013	 50.0	  95.00	436082
2013	 52.5	 100.00	436082
2013	 55.0	 104.00	436082
2013	 57.5	 109.00	436082
2013	 60.0	 114.00	436082
2013	 62.5	 119.00	436082
2013	 65.0	 125.00	436082
2013	 67.5	 131.00	436082
2013	 70.0	 138.00	436082
2013	 72.5	 145.00	436082
2013	 75.0	 152.00	436082
2013	 77.5	 161.00	436082
2013	 80.0	 170.00	436082
2013	 82.5	 181.00	436082
2013	 85.0	 193.00	436082
2013	 87.5	 209.00	436082
2013	 90.0	 228.00	436082
2013	 92.5	 253.00	436082
2013	 95.0	 290.00	436082
2013	 97.5	 360.00	436082
2013	100.0	1095.00	436082
2014	  0.0	   1.00	467313
2014	  2.5	   5.00	467313
2014	  5.0	  13.00	467313
2014	  7.5	  22.00	467313
2014	 10.0	  30.00	467313
2014	 12.5	  36.00	467313
2014	 15.0	  41.00	467313
2014	 17.5	  46.00	467313
2014	 20.0	  50.00	467313
2014	 22.5	  54.00	467313
2014	 25.0	  58.00	467313
2014	 27.5	  62.00	467313
2014	 30.0	  66.00	467313
2014	 32.5	  70.00	467313
2014	 35.0	  74.00	467313
2014	 37.5	  77.00	467313
2014	 40.0	  81.00	467313
2014	 42.5	  85.00	467313
2014	 45.0	  89.00	467313
2014	 47.5	  93.00	467313
2014	 50.0	  98.00	467313
2014	 52.5	 102.00	467313
2014	 55.0	 106.00	467313
2014	 57.5	 111.00	467313
2014	 60.0	 116.00	467313
2014	 62.5	 121.00	467313
2014	 65.0	 127.00	467313
2014	 67.5	 133.00	467313
2014	 70.0	 139.00	467313
2014	 72.5	 146.00	467313
2014	 75.0	 153.00	467313
2014	 77.5	 161.00	467313
2014	 80.0	 170.00	467313
2014	 82.5	 181.00	467313
2014	 85.0	 193.00	467313
2014	 87.5	 208.00	467313
2014	 90.0	 225.00	467313
2014	 92.5	 250.00	467313
2014	 95.0	 286.00	467313
2014	 97.5	 355.00	467313
2014	100.0	1095.00	467313
2015	  0.0	   1.00	221617
2015	  2.5	   5.00	221617
2015	  5.0	  14.00	221617
2015	  7.5	  24.00	221617
2015	 10.0	  31.00	221617
2015	 12.5	  37.00	221617
2015	 15.0	  43.00	221617
2015	 17.5	  47.00	221617
2015	 20.0	  52.00	221617
2015	 22.5	  56.00	221617
2015	 25.0	  60.00	221617
2015	 27.5	  64.00	221617
2015	 30.0	  68.00	221617
2015	 32.5	  72.00	221617
2015	 35.0	  76.00	221617
2015	 37.5	  79.00	221617
2015	 40.0	  83.00	221617
2015	 42.5	  87.00	221617
2015	 45.0	  91.00	221617
2015	 47.5	  95.00	221617
2015	 50.0	  99.00	221617
2015	 52.5	 104.00	221617
2015	 55.0	 108.00	221617
2015	 57.5	 113.00	221617
2015	 60.0	 118.00	221617
2015	 62.5	 123.00	221617
2015	 65.0	 128.00	221617
2015	 67.5	 134.00	221617
2015	 70.0	 141.00	221617
2015	 72.5	 148.00	221617
2015	 75.0	 155.00	221617
2015	 77.5	 163.00	221617
2015	 80.0	 172.00	221617
2015	 82.5	 183.00	221617
2015	 85.0	 195.00	221617
2015	 87.5	 210.00	221617
2015	 90.0	 228.00	221617
2015	 92.5	 251.00	221617
2015	 95.0	 282.00	221617
2015	 97.5	 344.00	221617
2015	100.0	1094.00	221617
